file,Year,State,Bene_Geo_Cd,Bene_Age_Lvl,Bene_Demo_Lvl,Bene_Demo_Desc,Bene_Cond,Prvlnc,Tot_Mdcr_Stdzd_Pymt_PC,Tot_Mdcr_Pymt_PC,Hosp_Readmsn_Rate,ER_Visits_Per_1000_Benes
2007-12-31.csv,2007,Connecticut,9,All,Sex,Female,Autism Spectrum Disorders,6.00E-04,,,,
2007-12-31.csv,2007,Connecticut,9,65+,Sex,Male,Autism Spectrum Disorders,1.00E-04,,,,
2007-12-31.csv,2007,Connecticut,9,<65,Sex,Male,Autism Spectrum Disorders,0.0134,,,,
2007-12-31.csv,2007,Connecticut,9,All,Sex,Male,Autism Spectrum Disorders,0.0023,,,,
2007-12-31.csv,2007,Delaware,10,All,All,All,Autism Spectrum Disorders,6.00E-04,7152.8769,7485.0447,,567.5676
2007-12-31.csv,2007,Delaware,10,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Delaware,10,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Delaware,10,All,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Delaware,10,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Delaware,10,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Delaware,10,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Delaware,10,65+,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Delaware,10,<65,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Delaware,10,All,Sex,Female,Autism Spectrum Disorders,3.00E-04,,,,
2007-12-31.csv,2007,Delaware,10,65+,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Delaware,10,<65,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Delaware,10,All,Sex,Male,Autism Spectrum Disorders,0.001,,,,
2007-12-31.csv,2007,District of Columbia,11,All,All,All,Autism Spectrum Disorders,6.00E-04,3167.6184,3643.301,0,645.1613
2007-12-31.csv,2007,District of Columbia,11,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,District of Columbia,11,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,District of Columbia,11,All,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,District of Columbia,11,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,District of Columbia,11,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,District of Columbia,11,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,District of Columbia,11,65+,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,District of Columbia,11,<65,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,District of Columbia,11,All,Sex,Female,Autism Spectrum Disorders,4.00E-04,,,,
2007-12-31.csv,2007,District of Columbia,11,65+,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,District of Columbia,11,<65,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,District of Columbia,11,All,Sex,Male,Autism Spectrum Disorders,8.00E-04,,,,
2007-12-31.csv,2007,Florida,12,All,All,All,Autism Spectrum Disorders,3.00E-04,9339.1594,9553.034,0.1927,970.2458
2007-12-31.csv,2007,Florida,12,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Florida,12,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,4.00E-04,,,,
2007-12-31.csv,2007,Florida,12,All,Dual Status,Medicare Only,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Florida,12,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,2.00E-04,,,,
2007-12-31.csv,2007,Florida,12,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0045,,,,
2007-12-31.csv,2007,Florida,12,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0018,,,,
2007-12-31.csv,2007,Florida,12,65+,Sex,Female,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Florida,12,<65,Sex,Female,Autism Spectrum Disorders,0.0012,,,,
2007-12-31.csv,2007,Florida,12,All,Sex,Female,Autism Spectrum Disorders,2.00E-04,,,,
2007-12-31.csv,2007,Florida,12,65+,Sex,Male,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Florida,12,<65,Sex,Male,Autism Spectrum Disorders,0.0035,,,,
2007-12-31.csv,2007,Florida,12,All,Sex,Male,Autism Spectrum Disorders,6.00E-04,,,,
2007-12-31.csv,2007,Georgia,13,All,All,All,Autism Spectrum Disorders,4.00E-04,6500.938,6374.6289,0.1792,892.1833
2007-12-31.csv,2007,Georgia,13,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Georgia,13,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,4.00E-04,,,,
2007-12-31.csv,2007,Georgia,13,All,Dual Status,Medicare Only,Autism Spectrum Disorders,1.00E-04,,,,
2007-12-31.csv,2007,Georgia,13,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,1.00E-04,,,,
2007-12-31.csv,2007,Georgia,13,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0034,,,,
2007-12-31.csv,2007,Georgia,13,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0015,,,,
2007-12-31.csv,2007,Georgia,13,65+,Sex,Female,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Georgia,13,<65,Sex,Female,Autism Spectrum Disorders,9.00E-04,,,,
2007-12-31.csv,2007,Georgia,13,All,Sex,Female,Autism Spectrum Disorders,2.00E-04,,,,
2007-12-31.csv,2007,Georgia,13,65+,Sex,Male,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Georgia,13,<65,Sex,Male,Autism Spectrum Disorders,0.0027,,,,
2007-12-31.csv,2007,Georgia,13,All,Sex,Male,Autism Spectrum Disorders,7.00E-04,,,,
2007-12-31.csv,2007,Hawaii,15,All,All,All,Autism Spectrum Disorders,4.00E-04,3034.4017,3178.9252,,304.3478
2007-12-31.csv,2007,Hawaii,15,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Hawaii,15,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Hawaii,15,All,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Hawaii,15,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Hawaii,15,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Hawaii,15,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Hawaii,15,65+,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Hawaii,15,<65,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Hawaii,15,All,Sex,Female,Autism Spectrum Disorders,2.00E-04,,,,
2007-12-31.csv,2007,Hawaii,15,65+,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Hawaii,15,<65,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Hawaii,15,All,Sex,Male,Autism Spectrum Disorders,7.00E-04,,,,
2007-12-31.csv,2007,Idaho,16,All,All,All,Autism Spectrum Disorders,8.00E-04,4329.5098,3838.9163,,520
2007-12-31.csv,2007,Idaho,16,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Idaho,16,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Idaho,16,All,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Idaho,16,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Idaho,16,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Idaho,16,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Idaho,16,65+,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Idaho,16,<65,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Idaho,16,All,Sex,Female,Autism Spectrum Disorders,4.00E-04,,,,
2007-12-31.csv,2007,Idaho,16,65+,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Idaho,16,<65,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Idaho,16,All,Sex,Male,Autism Spectrum Disorders,0.0012,,,,
2007-12-31.csv,2007,Illinois,17,All,All,All,Autism Spectrum Disorders,7.00E-04,7856.4222,8453.362,0.2937,1075.2788
2007-12-31.csv,2007,Illinois,17,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Illinois,17,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,6.00E-04,,,,
2007-12-31.csv,2007,Illinois,17,All,Dual Status,Medicare Only,Autism Spectrum Disorders,1.00E-04,,,,
2007-12-31.csv,2007,Illinois,17,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,3.00E-04,,,,
2007-12-31.csv,2007,Illinois,17,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0077,,,,
2007-12-31.csv,2007,Illinois,17,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0038,,,,
2007-12-31.csv,2007,Illinois,17,65+,Sex,Female,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Illinois,17,<65,Sex,Female,Autism Spectrum Disorders,0.0023,,,,
2007-12-31.csv,2007,Illinois,17,All,Sex,Female,Autism Spectrum Disorders,3.00E-04,,,,
2007-12-31.csv,2007,Illinois,17,65+,Sex,Male,Autism Spectrum Disorders,1.00E-04,,,,
2007-12-31.csv,2007,Illinois,17,<65,Sex,Male,Autism Spectrum Disorders,0.0071,,,,
2007-12-31.csv,2007,Illinois,17,All,Sex,Male,Autism Spectrum Disorders,0.0013,,,,
2007-12-31.csv,2007,Indiana,18,All,All,All,Autism Spectrum Disorders,9.00E-04,5323.9711,5221.1267,0.2342,903.9781
2007-12-31.csv,2007,Indiana,18,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Indiana,18,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,8.00E-04,,,,
2007-12-31.csv,2007,Indiana,18,All,Dual Status,Medicare Only,Autism Spectrum Disorders,1.00E-04,,,,
2007-12-31.csv,2007,Indiana,18,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,4.00E-04,,,,
2007-12-31.csv,2007,Indiana,18,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0093,,,,
2007-12-31.csv,2007,Indiana,18,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0048,,,,
2007-12-31.csv,2007,Indiana,18,65+,Sex,Female,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Indiana,18,<65,Sex,Female,Autism Spectrum Disorders,0.0027,,,,
2007-12-31.csv,2007,Indiana,18,All,Sex,Female,Autism Spectrum Disorders,4.00E-04,,,,
2007-12-31.csv,2007,Indiana,18,65+,Sex,Male,Autism Spectrum Disorders,1.00E-04,,,,
2007-12-31.csv,2007,Indiana,18,<65,Sex,Male,Autism Spectrum Disorders,0.0077,,,,
2007-12-31.csv,2007,Indiana,18,All,Sex,Male,Autism Spectrum Disorders,0.0015,,,,
2007-12-31.csv,2007,Iowa,19,All,All,All,Autism Spectrum Disorders,9.00E-04,5083.8175,4766.6995,0.1792,796.5261
2007-12-31.csv,2007,Iowa,19,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Iowa,19,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Iowa,19,All,Dual Status,Medicare Only,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Iowa,19,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Iowa,19,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Iowa,19,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0055,,,,
2007-12-31.csv,2007,Iowa,19,65+,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Iowa,19,<65,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Iowa,19,All,Sex,Female,Autism Spectrum Disorders,4.00E-04,,,,
2007-12-31.csv,2007,Iowa,19,65+,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Iowa,19,<65,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Iowa,19,All,Sex,Male,Autism Spectrum Disorders,0.0016,,,,
2007-12-31.csv,2007,Kansas,20,All,All,All,Autism Spectrum Disorders,0.001,4658.988,4352.6079,,700.7874
2007-12-31.csv,2007,Kansas,20,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kansas,20,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kansas,20,All,Dual Status,Medicare Only,Autism Spectrum Disorders,1.00E-04,,,,
2007-12-31.csv,2007,Kansas,20,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kansas,20,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kansas,20,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0065,,,,
2007-12-31.csv,2007,Kansas,20,65+,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kansas,20,<65,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kansas,20,All,Sex,Female,Autism Spectrum Disorders,5.00E-04,,,,
2007-12-31.csv,2007,Kansas,20,65+,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kansas,20,<65,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kansas,20,All,Sex,Male,Autism Spectrum Disorders,0.0018,,,,
2007-12-31.csv,2007,Kentucky,21,All,All,All,Autism Spectrum Disorders,5.00E-04,7611.5546,7252.7192,0.2929,921.5017
2007-12-31.csv,2007,Kentucky,21,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kentucky,21,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kentucky,21,All,Dual Status,Medicare Only,Autism Spectrum Disorders,1.00E-04,,,,
2007-12-31.csv,2007,Kentucky,21,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kentucky,21,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Kentucky,21,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0018,,,,
2007-12-31.csv,2007,Kentucky,21,65+,Sex,Female,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Kentucky,21,<65,Sex,Female,Autism Spectrum Disorders,0.0011,,,,
2007-12-31.csv,2007,Kentucky,21,All,Sex,Female,Autism Spectrum Disorders,2.00E-04,,,,
2007-12-31.csv,2007,Kentucky,21,65+,Sex,Male,Autism Spectrum Disorders,1.00E-04,,,,
2007-12-31.csv,2007,Kentucky,21,<65,Sex,Male,Autism Spectrum Disorders,0.0024,,,,
2007-12-31.csv,2007,Kentucky,21,All,Sex,Male,Autism Spectrum Disorders,8.00E-04,,,,
2007-12-31.csv,2007,Louisiana,22,All,All,All,Autism Spectrum Disorders,5.00E-04,10087.8917,9574.569,,921.7391
2007-12-31.csv,2007,Louisiana,22,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Louisiana,22,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Louisiana,22,All,Dual Status,Medicare Only,Autism Spectrum Disorders,0,,,,
2007-12-31.csv,2007,Louisiana,22,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Louisiana,22,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Louisiana,22,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0014,,,,
2007-12-31.csv,2007,Louisiana,22,65+,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Louisiana,22,<65,Sex,Female,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Louisiana,22,All,Sex,Female,Autism Spectrum Disorders,3.00E-04,,,,
2007-12-31.csv,2007,Louisiana,22,65+,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Louisiana,22,<65,Sex,Male,Autism Spectrum Disorders,,,,,
2007-12-31.csv,2007,Louisiana,22,All,Sex,Male,Autism Spectrum Disorders,7.00E-04,,,,
2007-12-31.csv,2007,Maine,23,All,All,All,Autism Spectrum Disorders,0.001,3998.0447,4074.2559,,903.0837
2007-12-31.csv,2007,Maine,23,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,,,,,
